rec_id,gas,change_type,experiment_type,experiment_type_notes,date,location,lat,long,elevation,site_type,vegetation,mat,map,soil_type,soil_bd,soil_c,soil_n,soil_p_h,soil_p_h_notes,rainfall,t_incubation,t_soil_pre,t_soil_post,sm_pre,sm_post,sm_change,flux_pre_raw,flux_post_raw,flux_pre,flux_post,flux_units,conversion,flux_pre_norm,flux_post_norm,flux_norm_units,flux_change,flux_change_notes,cumulative_flux_during_peak,peak_lag,duration,annual_budget_contrib,surplus_emissions,notes,ref_short,ref_long,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,log_response_ratio
59,CO2,Rewetting,Lab,NA,NA,"Xilin River catchment, Inner Mongolia, China",NA,NA,NA,Mountain meadow,"Bromus inermis, Agrostis gigantea, Carex pediformis, Stipa baicalensis and Calamagrostis epigeios",0.7,335,Calcic Chernozems,1,3.27,0.3935,5.45,5.0-5.9,NA,15,NA,NA,WFPS:10,WFPS:21,WFPS:11,5 mg C m-2 h-1,81.9 +/- 2.7 mg C m-2 h-1,5,81.9,mg C/m2/hr,3.6667,18.333000000000002,300.3,mg gas/m2/hr,1538,1520,NA,0,48,NA,NA,NA,"Wu et al., 2010","Wu, X., Yao, Z., Brüggemann, N., Shen, Z.Y., Wolf, B., Dannenmann, M., Zheng, X., Butterbach-Bahl, K., 2010. Effects of soil moisture and temperature on CO2 and CH4 soil-atmosphere exchange of various land use/cover types in a semi-arid grassland in Inner Mongolia, China. Soil Biology and Biochemistry 42, 773-787. doi:10.1016/j.soilbio.2010.01.013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7960792604083964
60,CO2,Rewetting,Lab,NA,NA,"Xilin River catchment, Inner Mongolia, China",NA,NA,NA,Marshland,"Phragmites australis, Carex appendiculata, Iris lactea var. chinensis and Hippuris vulgaris",0.7,335,Calcic Chernozems,1.315,2.575,0.28,6.85,6.3-7.4,NA,15,NA,NA,WFPS:15,WFPS:30.7,WFPS:15.7,5 mg C m-2 h-1,10.6 +/- 1.2 mg C m-2 h-1,5,10.6,mg C/m2/hr,3.6667,18.333000000000002,38.867,mg gas/m2/hr,112,112,NA,0,48,NA,NA,NA,"Wu et al., 2010","Wu, X., Yao, Z., Brüggemann, N., Shen, Z.Y., Wolf, B., Dannenmann, M., Zheng, X., Butterbach-Bahl, K., 2010. Effects of soil moisture and temperature on CO2 and CH4 soil-atmosphere exchange of various land use/cover types in a semi-arid grassland in Inner Mongolia, China. Soil Biology and Biochemistry 42, 773-787. doi:10.1016/j.soilbio.2010.01.013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7514428469599486
64,CO2,Rewetting,Lab,NA,NA,"Ottawa, ON, Canada",45.367,-75.717,NA,Cropland,Maize (Zea mays L.),NA,NA,"33% clay, 31% silt and 36% sand",1.01,2.45,0.19,7.4,7.4,NA,NA,NA,NA,WFPS:7,WFPS:45,WFPS:38,0.27 mgCO2-C g-1 d-1,7.15 mg CO2-C g-1 d-1,0.27,7.15,mg C/g/day,152.7778,41.25,1092.3609999999999,mg gas/kg/hr,2548,2548,NA,NA,72,NA,NA,NA,"Beare et al., 2009","Beare, M.H., Gregorich, E.G., St-Georges, P., 2009. Compaction effects on CO2 and N2O production during drying and rewetting of soil. Soil Biology and Biochemistry 41, 611-621. doi:10.1016/j.soilbio.2008.12.024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.276445574973208
65,CO2,Rewetting,Lab,NA,NA,"Ottawa, ON, Canada",45.367,-75.717,NA,Cropland,Maize (Zea mays L.),NA,NA,"33% clay, 31% silt and 36% sand",1.49,2.45,0.19,7.4,7.4,NA,NA,NA,NA,WFPS:14,WFPS:77,WFPS:63,0.42 mg CO2-C g-1 d-1,3.02 mg CO2-C g-1 d-1,0.42,3.02,mg C/g/day,152.7778,64.167,461.389,mg gas/kg/hr,619,619,NA,NA,72,NA,NA,NA,"Beare et al., 2009","Beare, M.H., Gregorich, E.G., St-Georges, P., 2009. Compaction effects on CO2 and N2O production during drying and rewetting of soil. Soil Biology and Biochemistry 41, 611-621. doi:10.1016/j.soilbio.2008.12.024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9727524451185543
66,CO2,Rewetting,Lab,NA,NA,"Gwangneung Experimental Forest watershed, Kyung-Gi Province, South Korea",37.75,127.15,NA,Forest,Deciduous forest,NA,NA,Sandy loam,NA,3.1,0.1,4.15,4.1-4.2,NA,20,NA,NA,3.4,24,20.6,0.01 +/- 0.00 g CO2 m-2 h-1,0.30 +/- 0.07 g CO2 m-2 h-1,0.01,0.3,g CO2/m2/hr,1000,10,300,mg gas/m2/hr,2900,3000,NA,NA,NA,NA,NA,NA,"Kim et al., 2010","Kim, D.-G., Mu, S., Kang, S., Lee, D., 2010. Factors controlling soil CO2 effluxes and the effects of rewetting on effluxes in adjacent deciduous, coniferous, and mixed forests in Korea. Soil Biology and Biochemistry 42, 576-585. doi:10.1016/j.soilbio.2009.12.005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4011973816621555
67,CO2,Rewetting,Lab,NA,NA,"Gwangneung Experimental Forest watershed, Kyung-Gi Province, South Korea",37.75,127.15,NA,Forest,Coniferous forest,NA,NA,Sandy loam,NA,3.1,0.11,4.15,4.1-4.2,NA,10,NA,NA,3.4,24.2,20.8,0.07 +/- 0.00 g CO2 m-2 h-1,0.15 +/- 0.03 g CO2 m-2 h-1,0.07,0.15,g CO2/m2/hr,1000,70,150,mg gas/m2/hr,114,214,NA,NA,NA,NA,NA,NA,"Kim et al., 2010","Kim, D.-G., Mu, S., Kang, S., Lee, D., 2010. Factors controlling soil CO2 effluxes and the effects of rewetting on effluxes in adjacent deciduous, coniferous, and mixed forests in Korea. Soil Biology and Biochemistry 42, 576-585. doi:10.1016/j.soilbio.2009.12.005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7621400520468967
68,CO2,Rewetting,Lab,NA,NA,"Gwangneung Experimental Forest watershed, Kyung-Gi Province, South Korea",37.75,127.15,NA,Forest,Mixed forests,NA,NA,Sandy loam,NA,3.4,0.1,4.15,4.1-4.2,NA,4,NA,NA,3.4,24.6,21.2,0.02 +/- 0.00 g CO2 m-2 h-1,0.10 +/- 0.02 g CO2 m-2 h-1,0.02,0.1,g CO2/m2/hr,1000,20,100,mg gas/m2/hr,400,500,NA,NA,NA,NA,NA,NA,"Kim et al., 2010","Kim, D.-G., Mu, S., Kang, S., Lee, D., 2010. Factors controlling soil CO2 effluxes and the effects of rewetting on effluxes in adjacent deciduous, coniferous, and mixed forests in Korea. Soil Biology and Biochemistry 42, 576-585. doi:10.1016/j.soilbio.2009.12.005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6094379124341003
69,CO2,Rewetting,Lab,NA,NA,"Fichtelgebirge, NE Bavaria, Germany",50.132,11.881,775,Forest,Norway spruce (Picea abies),5.3,1160,Haplic Podsol with a mor-like moder of 6–10cm thickness,NA,7.4,0.39,4.3,4.3,NA,15,NA,NA,-0.6 Mpa,-0.01 Mpa,NA,3.3 mg C kg-1 SOC h-1,7 mg C kg-1 SOC h-1*,3.3,7,mg C/kg/hr,3.6667,12.1,25.667,mg gas/kg/hr,112,112,NA,NA,NA,NA,NA,NA,"Muhr et al., 2010","Muhr, J., Franke, J., Borken, W., 2010. Drying-rewetting events reduce C and N losses from a Norway spruce forest floor. Soil Biology and Biochemistry 42, 1303-1312. doi:10.1016/j.soilbio.2010.03.024.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7520006675115353
70,N2O,Rewetting,Field,NA,NA,"Kakuma,Turkana, Kenya",NA,NA,NA,Thornbush savanna,Thornbush savanna,30,302,Sandy-loamy endosodicalcaric Fluvisol,NA,0.53,0.04,8.6,8.6,NA,NA,NA,NA,NA,NA,NA,0.02 g N2O-N ha-1h-1,0.33 g N2O-N ha-1 h-1,0.02,0.33,g N/ha/hr,0.3143,0.006,0.10400000000000001,mg gas/m2/hr,1550,1550,NA,NA,NA,NA,NA,NA,"Wulf et al., 1999","Wulf, S., Lehmann, J., Zech, W., 1999. Emissions of nitrous oxide from runoff-irrigated and rainfed soils in semiarid north-west Kenya. Agriculture Ecosystems and Environment 72, 201-205. doi:10.1016/S0167-8809(98)00172-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.852631429913318
71,N2O,Rewetting,Field,NA,NA,"Fichtelgebirge, Germany",50.132,11.881,700,Minerotrophic fen,"Agrostis sp., Nardus stricta,Molinia coerulea, etc.",5.4,1160,NA,NA,NA,NA,4.7,4.6-4.8,NA,NA,NA,NA,NA,NA,NA,below 2 _mol m_2 h_1,18–36 _mol m_2 h_1,2,27,µmol N2O/m2/hr,0.044,0.088,1.1880000000000002,mg gas/m2/hr,1250,800-1700,NA,NA,360,40,NA,NA,"Goldberg et al., 2010","Goldberg, S.D., Knorr, K.H., Blodau, C., Lischeid, G., Gebauer, G., 2010. Impact of altering the water table height of an acidic fen on N2O and NO fluxes and soil concentrations. Global Change Biology 16, 220-233. doi: 10.1111/j.1365-2486.2009.02015.x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.602689685444384
77,N2O,Rewetting,Field,NA,NA,"Cunderdin Agricultural College, Western Australia",-31.227,117.188,NA,Crop filed,"Lupin (Lupinus angustifolius), wheat (Triticum aestivum), canola (Brassica napus), barley (Hordeum vulgare)",18.25,368,"Natric Haploxeralf and Natrixeralf, silt 4%, clay 3%, sand 93%",1.4,0.98,0.076,6,6,NA,NA,NA,NA,NA,NA,NA,<1 g N2O-N ha-1 day-1,upto 7.3 g N2O-N ha-1 day-1 (N treatment) and 4.8 g N2O-N ha -1 day-1 (no treatment),1,7.3,g N/ha/day,0.0131,0.013000000000000001,0.096,mg gas/m2/hr,630,NA,NA,NA,NA,55,NA,NA,"Barton et al., 2008","Barton, L., Kiese, R., Gatter, D., Butterbach-Bahl, K., Buck, R., Hinz, C., Murphy, D.V., 2008. Nitrous oxide emissions from a cropped soil in a semi-arid climate. Global Change Biology 14, 177-192. doi: 10.1111/j.1365-2486.2007.01474.x.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9993988340062994
80,N2O,Rewetting,Field,NA,NA,Nylsvley Nature Reserve,-24.65,28.7,NA,Semi-arid savanna,NA,NA,625,Sand,NA,NA,NA,4.6,4.1-5.1,NA,NA,NA,NA,NA,NA,NA,0.1-0.9 ng N N2O m-2 s-1,3.4-9.7 ng N N2O m-2 s-1,0.5,6.55,ng N/m2/s,0.0113,0.006,0.07400000000000001,mg gas/m2/hr,1210,NA,NA,3.5,3.5,NA,NA,NA,"Scholes et al., 1997","Scholes, M.C., Martin, R., Scholes, R.J., Parsons, D., Winstead, E., 1997. NO and N2O emissions from savanna soils following the first simulated rains of the season. Nutrient Cycling in Agroecosystems 48, 115-122. doi: 10.1023/A:1009781420199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.512305623976115
81,N2O,Rewetting,Field,Rainfall simulation,NA,"Chamela, Jalisco, Mexico",19.5,-105.05,NA,Pasture,Panicum maximum,24.9,NA,NA,NA,NA,NA,NA,NA,2 cm,NA,NA,NA,NA,NA,NA,0.3 ng cm-2 h-1,8 ng cm-2 h-1,0.3,8,ng N2O/cm2/hr,0.01,0.003,0.08,mg gas/m2/hr,2567,2567,NA,4,3.5,accounted for <2% of annual flux,NA,NA,"Garcia-Mendez et al., 1991","García-Méndez, G., Maass, J.M., Matson, P.A., Vitousek, P.M., 1991. Nitrogen transformations and nitrous-oxide flux in a tropical deciduous forest in mexico. Oecologia 88, 362-366. doi: 10.1007/BF00317579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.283414346005772
82,N2O,Rewetting,Field,Rainfall simulation,NA,"Chamela, Jalisco, Mexico",19.5,-105.05,NA,Forest,NA,24.9,NA,NA,NA,NA,NA,NA,NA,2 cm,NA,NA,NA,NA,NA,NA,0.3 ng cm-2 h-1,12 ng cm-2 h-1,0.3,12,ng N2O/cm2/hr,0.01,0.003,0.12000000000000001,mg gas/m2/hr,3900,3900,NA,4,3.5,accounted for <2% of annual flux,NA,NA,"Garcia-Mendez et al., 1991","García-Méndez, G., Maass, J.M., Matson, P.A., Vitousek, P.M., 1991. Nitrogen transformations and nitrous-oxide flux in a tropical deciduous forest in mexico. Oecologia 88, 362-366. doi: 10.1007/BF00317579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6888794541139363
84,N2O,Rewetting,Field,Rainfall simulation,NA,"Chamela, Jalisco, Mexico",19.5,-105.05,NA,Forest,NA,24.9,748,"Rocky, infertile entisols derived from rhyolite",NA,NA,NA,7.1,7.1,2 cm,NA,NA,NA,NA,NA,NA,0.06 ng cm-2 h-1,50 ng cm-2 h-1,0.06,50,ng N2O/cm2/hr,0.01,0.001,0.5,mg gas/m2/hr,83233,83233,NA,NA,NA,NA,NA,NA,"Davidson et al., 1993","Davidson, E.A., Matson, P.A., Vitousek, P.M., Riley, R., Dunkin, K., Garciamendez, G., Maass, J.M., 1993. Processes regulating soil emissions of NO and N2O in a seasonally dry tropical forest. Ecology 74, 130-139. http://pangea.stanford.edu/research/matsonlab/members/PDF/DavidsonMatson1993_Ecology74.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.214608098422191
85,N2O,Rewetting,Field,Biosphere 2,October 2002,"southeastern Arizona, USA",NA,NA,NA,Tropical forest_South chamber site,NA,25,1500,NA,NA,1.75,0.2,7-8,7-8,NA,NA,NA,NA,NA,NA,NA,5.1 _g N m-2 h-1,1558 _g N m-2 h-1,5.1,1558,µg N/m2/hr,0.0031,0.016,4.896999999999999,mg gas/m2/hr,30449,30449,NA,NA,NA,NA,NA,NA,"van Haren et al., 2005","van Haren, J.L.M., Handley, L.L., Biel, K.Y., Kudeyarov, V.N., McLain, J.E.T., Martens, D.A., Colodner, D.C., 2005. Drought-induced nitrous oxide flux dynamics in an enclosed tropical forest. Global Change Biology 11, 1247-1257. doi:10.1111/j.1365-2486.2005.00987.x.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.723789329462536
86,N2O,Rewetting,Field,Biosphere 2,April 2003,"southeastern Arizona, USA",NA,NA,NA,Tropical forest_South chamber site,NA,25,1500,NA,NA,1.75,0.2,7-8,7-8,NA,NA,NA,NA,NA,NA,NA,11.1 _g N m-2 h-1,231.8 _g N m-2 h-1,11.1,231.8,µg N/m2/hr,0.0031,0.034999999999999996,0.729,mg gas/m2/hr,1988,1988,NA,NA,NA,NA,NA,NA,"van Haren et al., 2005","van Haren, J.L.M., Handley, L.L., Biel, K.Y., Kudeyarov, V.N., McLain, J.E.T., Martens, D.A., Colodner, D.C., 2005. Drought-induced nitrous oxide flux dynamics in an enclosed tropical forest. Global Change Biology 11, 1247-1257. doi:10.1111/j.1365-2486.2005.00987.x.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0363256705192443
87,N2O,Rewetting,Field,Biosphere 2,October 2002,"southeastern Arizona, USA",NA,NA,NA,Tropical forest_North chamber site,NA,25,1500,NA,NA,1.75,0.2,7-8,7-8,NA,NA,NA,NA,NA,NA,NA,24.6 _g N m-2 h-1,212.7 _g N m-2 h-1,24.6,212.7,µg N/m2/hr,0.0031,0.07700000000000001,0.6679999999999999,mg gas/m2/hr,765,765,NA,NA,NA,NA,NA,NA,"van Haren et al., 2005","van Haren, J.L.M., Handley, L.L., Biel, K.Y., Kudeyarov, V.N., McLain, J.E.T., Martens, D.A., Colodner, D.C., 2005. Drought-induced nitrous oxide flux dynamics in an enclosed tropical forest. Global Change Biology 11, 1247-1257. doi:10.1111/j.1365-2486.2005.00987.x.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1604827516829617
88,N2O,Rewetting,Field,Biosphere 2,April 2003,"southeastern Arizona, USA",NA,NA,NA,Tropical forest_North chamber site,NA,25,1500,NA,NA,1.75,0.2,7-8,7-8,NA,NA,NA,NA,NA,NA,NA,21.2 _g N m-2 h-1,71.4 _g N m-2 h-1,21.6,71.4,µg N/m2/hr,0.0031,0.068,0.224,mg gas/m2/hr,231,237,NA,NA,NA,NA,NA,NA,"van Haren et al., 2005","van Haren, J.L.M., Handley, L.L., Biel, K.Y., Kudeyarov, V.N., McLain, J.E.T., Martens, D.A., Colodner, D.C., 2005. Drought-induced nitrous oxide flux dynamics in an enclosed tropical forest. Global Change Biology 11, 1247-1257. doi:10.1111/j.1365-2486.2005.00987.x.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.192138346678933
89,N2O,Rewetting,Field,Biosphere 2,January 2000,"southeastern Arizona, USA",NA,NA,NA,Tropical forest_whole-system N2O flux,NA,25,1500,NA,NA,1.75,0.2,7-8,7-8,NA,NA,NA,NA,NA,NA,NA,< 50 _g N m-2 h-1*,269.5 _g N m-2 h-1,50,269.5,µg N/m2/hr,0.0031,0.15700000000000003,0.8470000000000001,mg gas/m2/hr,439,439,NA,NA,NA,NA,NA,NA,"van Haren et al., 2005","van Haren, J.L.M., Handley, L.L., Biel, K.Y., Kudeyarov, V.N., McLain, J.E.T., Martens, D.A., Colodner, D.C., 2005. Drought-induced nitrous oxide flux dynamics in an enclosed tropical forest. Global Change Biology 11, 1247-1257. doi:10.1111/j.1365-2486.2005.00987.x.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6854548893037462
90,N2O,Rewetting,Field,Biosphere 2,February 2000,"southeastern Arizona, USA",NA,NA,NA,Tropical forest_whole-system N2O flux,NA,25,1500,NA,NA,1.75,0.2,7-8,7-8,NA,NA,NA,NA,NA,NA,NA,< 50 _g N m-2 h-1*,237.8 _g N m-2 h-1,50,237.8,µg N/m2/hr,0.0031,0.15700000000000003,0.747,mg gas/m2/hr,376,376,NA,NA,NA,NA,NA,NA,"van Haren et al., 2005","van Haren, J.L.M., Handley, L.L., Biel, K.Y., Kudeyarov, V.N., McLain, J.E.T., Martens, D.A., Colodner, D.C., 2005. Drought-induced nitrous oxide flux dynamics in an enclosed tropical forest. Global Change Biology 11, 1247-1257. doi:10.1111/j.1365-2486.2005.00987.x.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.559819379784509
91,N2O,Rewetting,Field,Biosphere 2,October 2002,"southeastern Arizona, USA",NA,NA,NA,Tropical forest_whole-system N2O flux,NA,25,1500,NA,NA,1.75,0.2,7-8,7-8,NA,NA,NA,NA,NA,NA,NA,< 50 _g N m-2 h-1*,362.2 _g N m-2 h-1,50,362.2,µg N/m2/hr,0.0031,0.15700000000000003,1.1380000000000001,mg gas/m2/hr,624,624,NA,NA,NA,NA,NA,NA,"van Haren et al., 2005","van Haren, J.L.M., Handley, L.L., Biel, K.Y., Kudeyarov, V.N., McLain, J.E.T., Martens, D.A., Colodner, D.C., 2005. Drought-induced nitrous oxide flux dynamics in an enclosed tropical forest. Global Change Biology 11, 1247-1257. doi:10.1111/j.1365-2486.2005.00987.x.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.980781809337968
92,N2O,Rewetting,Field,Biosphere 2,April 2003,"southeastern Arizona, USA",NA,NA,NA,Tropical forest_whole-system N2O flux,NA,25,1500,NA,NA,1.75,0.2,7-8,7-8,NA,NA,NA,NA,NA,NA,NA,< 100 _g N m-2 h-1*,202 _g N m-2 h-1,100,202,µg N/m2/hr,0.0031,0.314,0.635,mg gas/m2/hr,102,102,NA,NA,NA,NA,NA,NA,"van Haren et al., 2005","van Haren, J.L.M., Handley, L.L., Biel, K.Y., Kudeyarov, V.N., McLain, J.E.T., Martens, D.A., Colodner, D.C., 2005. Drought-induced nitrous oxide flux dynamics in an enclosed tropical forest. Global Change Biology 11, 1247-1257. doi:10.1111/j.1365-2486.2005.00987.x.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7042320129844383
93,N2O,Rewetting,Field,NA,Mar-98,"Massey Creek site, Atherton Tablelands,Queensland, Australia",NA,NA,NA,Tropical forest,Simple notophyll vine forest,20.1,2350,Kandihumlt,0.69,5.175,NA,5.5,5.5,NA,NA,NA,NA,WFPS: 38%,WFPS: 50%,WFPS:12%,60  _g N m-2 h-1*,230  _g N m-2 h-1,60,230,µg N/m2/hr,0.0031,0.189,0.723,mg gas/m2/hr,283,283,NA,24,24,NA,NA,NA,Breuer et al. 2000,"Breuer, L., Papen, H., Butterbach-Bahl, K., 2000. N2O emission from tropical forest soils of Australia. J. Geophys. Res. 105, 26353-26367. doi:10.1029/2000jd900424.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3416622070991222
94,N2O,Rewetting,Field,NA,NA,"close to the village of Bellenden Ker, Queensland, Australia",-17.267,145.9,80,Tropical forest,a complex mesophyll vine forest,24.3,4360,Ustochrept derived from granite,NA,3.1,NA,4.1,4.1,NA,NA,NA,NA,NA,NA,NA,<7 mg N m-2 h-1,>50 mg N m-2 h-1*,7,50,mg N/m2/hr,3.1429,22,157.14299999999997,mg gas/m2/hr,614,NA,NA,NA,NA,NA,NA,NA,"Butterbach-Bahl et al., 2004","Butterbach-Bahl, K., Kock, M., Willibald, G., Hewett, B., Buhagiar, S., Papen, H., Kiese, R., 2004. Temporal variations of fluxes of NO, NO2, N2O, CO2, and CH4 in a tropical rain forest ecosystem. Global Biogeochemical Cycles 18, GB3012. doi:10.1029/2004GB002243.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9661137654633285
98,N2O,Rewetting,Field,Rainfall simulation,NA,"San Dimas Experimental Forest, Angeles National Forest (San Gabriel Mountains), California, USA",NA,NA,NA,Chaparral ecosystem_burned,"Ceanothus crassifolius, Quercus dumosa (scrub oak), and Adenostoma fasciculatum (chamise)",NA,NA,NA,NA,NA,NA,NA,NA,13 - 25 mm,NA,NA,NA,NA,NA,NA,<1.6  ng N m-2 s-1,69.3  ng N m-2 s-1,1.6,69.3,ng N/m2/s,0.0113,0.018000000000000002,0.7839999999999999,mg gas/m2/hr,4231,3694,NA,24,216,NA,NA,NA,"Anderson et al., 1988","Anderson, I.C., Levine, J.S., Poth, M.A., Riggan, P.J., 1988. Enhanced biogenic emissions of nitric oxide and nitrous oxide following surface biomass burning. Journal of Geophysical Research-Atmospheres 93, 3893-3898. doi: 10.1029/JD093iD04p03893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7740372624542426
99,N2O,Rewetting,Field,Rainfall simulation,NA,"Kite Camp Research Area of the Waggoner Ranch in the Red River Valley of North Texas, USA",33.833,-99.033,NA,Savanna (under canopy),Wood plant (P. glandulosa) and C3 grasses,17,640,clay loam: sand 31% and clay 24%,1.22,1,0.18,6.4,6.4,30 mm,NA,NA,NA,NA,NA,NA,< 0.1 ng N m-2 s-1*,1.2 ng N m-2 s-1,0.1,1.2,ng N/m2/s,0.0113,0.001,0.014,mg gas/m2/hr,1100,1100,NA,1.3,NA,NA,NA,NA,"Martin et al., 2003","Martin, R.E., Asner, G.P., Ansley, R.J., Mosier, A.R., 2003. Effects of woody vegetation encroachment on soil nitrogen oxide emissions in a temperate savanna. Ecological Applications 13, 897-910.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6390573296152584
